"Country","Indicator","Measure","Inequality","Unit","PowerCode","Reference Period","Value","Flags"
"South Africa","Homicide rate","Value","Women","Ratio","Units",,3.6,
"OECD - Total","Homicide rate","Value","Women","Ratio","Units",,0.9,
"Australia","Employees working very long hours","Value","Total","Percentage","Units",,12.5,
"Austria","Employees working very long hours","Value","Total","Percentage","Units",,5.3,
"Belgium","Employees working very long hours","Value","Total","Percentage","Units",,4.3,
"Canada","Employees working very long hours","Value","Total","Percentage","Units",,3.3,
"Czech Republic","Employees working very long hours","Value","Total","Percentage","Units",,4.5,
"Denmark","Employees working very long hours","Value","Total","Percentage","Units",,1.1,
"Finland","Employees working very long hours","Value","Total","Percentage","Units",,3.6,
"France","Employees working very long hours","Value","Total","Percentage","Units",,7.7,
"Germany","Employees working very long hours","Value","Total","Percentage","Units",,3.9,
"Greece","Employees working very long hours","Value","Total","Percentage","Units",,4.5,
"Hungary","Employees working very long hours","Value","Total","Percentage","Units",,1.5,
"Iceland","Employees working very long hours","Value","Total","Percentage","Units",,11.7,
"Ireland","Employees working very long hours","Value","Total","Percentage","Units",,4.7,
"Italy","Employees working very long hours","Value","Total","Percentage","Units",,3.3,
"Luxembourg","Employees working very long hours","Value","Total","Percentage","Units",,2.8,
"Mexico","Employees working very long hours","Value","Total","Percentage","Units",,27,
"Netherlands","Employees working very long hours","Value","Total","Percentage","Units",,0.3,
"New Zealand","Employees working very long hours","Value","Total","Percentage","Units",,14,
"Norway","Employees working very long hours","Value","Total","Percentage","Units",,1.4,
"Poland","Employees working very long hours","Value","Total","Percentage","Units",,4.2,
"Portugal","Employees working very long hours","Value","Total","Percentage","Units",,5.6,
"Slovak Republic","Employees working very long hours","Value","Total","Percentage","Units",,4.2,
"Spain","Employees working very long hours","Value","Total","Percentage","Units",,2.5,
"Sweden","Employees working very long hours","Value","Total","Percentage","Units",,0.9,
"Switzerland","Employees working very long hours","Value","Total","Percentage","Units",,0.4,
"Türkiye","Employees working very long hours","Value","Total","Percentage","Units",,25,
"United Kingdom","Employees working very long hours","Value","Total","Percentage","Units",,10.8,
"United States","Employees working very long hours","Value","Total","Percentage","Units",,10.4,
"Brazil","Employees working very long hours","Value","Total","Percentage","Units",,5.6,
"Chile","Employees working very long hours","Value","Total","Percentage","Units",,7.7,
"Estonia","Employees working very long hours","Value","Total","Percentage","Units",,2.2,
"Israel","Employees working very long hours","Value","Total","Percentage","Units",,14.1,
"Latvia","Employees working very long hours","Value","Total","Percentage","Units",,1.6,
"Russia","Employees working very long hours","Value","Total","Percentage","Units",,0.1,
"Slovenia","Employees working very long hours","Value","Total","Percentage","Units",,5.6,
"South Africa","Employees working very long hours","Value","Total","Percentage","Units",,15.4,
"OECD - Total","Employees working very long hours","Value","Total","Percentage","Units",,10.2,
"Australia","Employees working very long hours","Value","Men","Percentage","Units",,18.5,
"Austria","Employees working very long hours","Value","Men","Percentage","Units",,8.1,
"Belgium","Employees working very long hours","Value","Men","Percentage","Units",,5.8,
"Canada","Employees working very long hours","Value","Men","Percentage","Units",,5.3,
"Czech Republic","Employees working very long hours","Value","Men","Percentage","Units",,6.7,
"Denmark","Employees working very long hours","Value","Men","Percentage","Units",,2.1,
"Finland","Employees working very long hours","Value","Men","Percentage","Units",,5.2,
"France","Employees working very long hours","Value","Men","Percentage","Units",,10.2,
"Germany","Employees working very long hours","Value","Men","Percentage","Units",,5.7,
"Greece","Employees working very long hours","Value","Men","Percentage","Units",,6.1,
"Hungary","Employees working very long hours","Value","Men","Percentage","Units",,2,
"Iceland","Employees working very long hours","Value","Men","Percentage","Units",,17.9,
"Ireland","Employees working very long hours","Value","Men","Percentage","Units",,7.8,
"Italy","Employees working very long hours","Value","Men","Percentage","Units",,4.3,
"Luxembourg","Employees working very long hours","Value","Men","Percentage","Units",,3.4,
"Mexico","Employees working very long hours","Value","Men","Percentage","Units",,33,
"Netherlands","Employees working very long hours","Value","Men","Percentage","Units",,0.6,
"New Zealand","Employees working very long hours","Value","Men","Percentage","Units",,19.3,
"Norway","Employees working very long hours","Value","Men","Percentage","Units",,2.1,
"Poland","Employees working very long hours","Value","Men","Percentage","Units",,6.7,
"Portugal","Employees working very long hours","Value","Men","Percentage","Units",,8.1,
"Slovak Republic","Employees working very long hours","Value","Men","Percentage","Units",,6.1,
"Spain","Employees working very long hours","Value","Men","Percentage","Units",,3.5,
"Sweden","Employees working very long hours","Value","Men","Percentage","Units",,1.3,
"Switzerland","Employees working very long hours","Value","Men","Percentage","Units",,0.4,
"Türkiye","Employees working very long hours","Value","Men","Percentage","Units",,27.2,
"United Kingdom","Employees working very long hours","Value","Men","Percentage","Units",,15.3,
"United States","Employees working very long hours","Value","Men","Percentage","Units",,13.9,
"Brazil","Employees working very long hours","Value","Men","Percentage","Units",,7.3,
"Chile","Employees working very long hours","Value","Men","Percentage","Units",,9.6,
"Estonia","Employees working very long hours","Value","Men","Percentage","Units",,3,
"Israel","Employees working very long hours","Value","Men","Percentage","Units",,21.5,
"Latvia","Employees working very long hours","Value","Men","Percentage","Units",,2.4,
"Russia","Employees working very long hours","Value","Men","Percentage","Units",,0.2,
"Slovenia","Employees working very long hours","Value","Men","Percentage","Units",,7.9,
"South Africa","Employees working very long hours","Value","Men","Percentage","Units",,19.7,
"OECD - Total","Employees working very long hours","Value","Men","Percentage","Units",,13.8,
"Australia","Employees working very long hours","Value","Women","Percentage","Units",,6.1,
"Austria","Employees working very long hours","Value","Women","Percentage","Units",,2.4,
"Belgium","Employees working very long hours","Value","Women","Percentage","Units",,2.6,
"Canada","Employees working very long hours","Value","Women","Percentage","Units",,1.2,
"Czech Republic","Employees working very long hours","Value","Women","Percentage","Units",,2,
"Denmark","Employees working very long hours","Value","Women","Percentage","Units",,0.1,
"Finland","Employees working very long hours","Value","Women","Percentage","Units",,2.1,
"France","Employees working very long hours","Value","Women","Percentage","Units",,5.2,
"Germany","Employees working very long hours","Value","Women","Percentage","Units",,1.8,
"Greece","Employees working very long hours","Value","Women","Percentage","Units",,2.5,
"Hungary","Employees working very long hours","Value","Women","Percentage","Units",,0.9,
"Iceland","Employees working very long hours","Value","Women","Percentage","Units",,5,
"Ireland","Employees working very long hours","Value","Women","Percentage","Units",,1.7,
"Italy","Employees working very long hours","Value","Women","Percentage","Units",,2.2,
"Luxembourg","Employees working very long hours","Value","Women","Percentage","Units",,2,
"Mexico","Employees working very long hours","Value","Women","Percentage","Units",,17.4,
"Netherlands","Employees working very long hours","Value","Women","Percentage","Units",,0.1,
"New Zealand","Employees working very long hours","Value","Women","Percentage","Units",,8.6,
"Norway","Employees working very long hours","Value","Women","Percentage","Units",,0.6,
"Poland","Employees working very long hours","Value","Women","Percentage","Units",,1.3,
"Portugal","Employees working very long hours","Value","Women","Percentage","Units",,3.3,
"Slovak Republic","Employees working very long hours","Value","Women","Percentage","Units",,2,
"Spain","Employees working very long hours","Value","Women","Percentage","Units",,1.4,
"Sweden","Employees working very long hours","Value","Women","Percentage","Units",,0.5,
"Switzerland","Employees working very long hours","Value","Women","Percentage","Units",,0.3,
"Türkiye","Employees working very long hours","Value","Women","Percentage","Units",,20.1,
"United Kingdom","Employees working very long hours","Value","Women","Percentage","Units",,6.3,
"United States","Employees working very long hours","Value","Women","Percentage","Units",,6.6,
"Brazil","Employees working very long hours","Value","Women","Percentage","Units",,3.6,
"Chile","Employees working very long hours","Value","Women","Percentage","Units",,5,
"Estonia","Employees working very long hours","Value","Women","Percentage","Units",,1.4,
"Israel","Employees working very long hours","Value","Women","Percentage","Units",,6.8,
"Latvia","Employees working very long hours","Value","Women","Percentage","Units",,1,
"Russia","Employees working very long hours","Value","Women","Percentage","Units",,0.1,
"Slovenia","Employees working very long hours","Value","Women","Percentage","Units",,2.9,
"South Africa","Employees working very long hours","Value","Women","Percentage","Units",,10.4,
"OECD - Total","Employees working very long hours","Value","Women","Percentage","Units",,6,
"Australia","Time devoted to leisure and personal care","Value","Total","Hours","Units",,14.36,
"Austria","Time devoted to leisure and personal care","Value","Total","Hours","Units",,14.51,
"Belgium","Time devoted to leisure and personal care","Value","Total","Hours","Units",,15.52,
"Canada","Time devoted to leisure and personal care","Value","Total","Hours","Units",,14.57,
"Finland","Time devoted to leisure and personal care","Value","Total","Hours","Units",,15.17,
"France","Time devoted to leisure and personal care","Value","Total","Hours","Units",,16.2,
"Germany","Time devoted to leisure and personal care","Value","Total","Hours","Units",,15.62,
"Greece","Time devoted to leisure and personal care","Value","Total","Hours","Units",,15.03,
"Hungary","Time devoted to leisure and personal care","Value","Total","Hours","Units",,15.08,
"Ireland","Time devoted to leisure and personal care","Value","Total","Hours","Units",,14.54,
"Italy","Time devoted to leisure and personal care","Value","Total","Hours","Units",,16.47,
"Japan","Time devoted to leisure and personal care","Value","Total","Hours","Units",,14.1,
"Korea","Time devoted to leisure and personal care","Value","Total","Hours","Units",,14.83,
"Netherlands","Time devoted to leisure and personal care","Value","Total","Hours","Units",,15.45,
"New Zealand","Time devoted to leisure and personal care","Value","Total","Hours","Units",,14.87,
"Norway","Time devoted to leisure and personal care","Value","Total","Hours","Units",,15.67,
"Poland","Time devoted to leisure and personal care","Value","Total","Hours","Units",,14.68,
"Spain","Time devoted to leisure and personal care","Value","Total","Hours","Units",,15.75,
"Türkiye","Time devoted to leisure and personal care","Value","Total","Hours","Units",,14.61,
"United Kingdom","Time devoted to leisure and personal care","Value","Total","Hours","Units",,14.94,
"United States","Time devoted to leisure and personal care","Value","Total","Hours","Units",,14.57,
"Estonia","Time devoted to leisure and personal care","Value","Total","Hours","Units",,14.98,
"OECD - Total","Time devoted to leisure and personal care","Value","Total","Hours","Units",,15.07,
"Australia","Time devoted to leisure and personal care","Value","Men","Hours","Units",,14.8,
"Austria","Time devoted to leisure and personal care","Value","Men","Hours","Units",,14.7,
"Belgium","Time devoted to leisure and personal care","Value","Men","Hours","Units",,15.6,
"Canada","Time devoted to leisure and personal care","Value","Men","Hours","Units",,14.6,
"Finland","Time devoted to leisure and personal care","Value","Men","Hours","Units",,15.3,
"France","Time devoted to leisure and personal care","Value","Men","Hours","Units",,16.4,
"Germany","Time devoted to leisure and personal care","Value","Men","Hours","Units",,15.7,
"Greece","Time devoted to leisure and personal care","Value","Men","Hours","Units",,15.4,
"Hungary","Time devoted to leisure and personal care","Value","Men","Hours","Units",,15.5,
"Ireland","Time devoted to leisure and personal care","Value","Men","Hours","Units",,14.6,
"Italy","Time devoted to leisure and personal care","Value","Men","Hours","Units",,16.9,
"Japan","Time devoted to leisure and personal care","Value","Men","Hours","Units",,14.2,
"Korea","Time devoted to leisure and personal care","Value","Men","Hours","Units",,15.1,
"Netherlands","Time devoted to leisure and personal care","Value","Men","Hours","Units",,15.4,
"New Zealand","Time devoted to leisure and personal care","Value","Men","Hours","Units",,14.6,
"Norway","Time devoted to leisure and personal care","Value","Men","Hours","Units",,15,
"Poland","Time devoted to leisure and personal care","Value","Men","Hours","Units",,14.9,
"Spain","Time devoted to leisure and personal care","Value","Men","Hours","Units",,16.1,
"Türkiye","Time devoted to leisure and personal care","Value","Men","Hours","Units",,14.8,
"United Kingdom","Time devoted to leisure and personal care","Value","Men","Hours","Units",,15,
"United States","Time devoted to leisure and personal care","Value","Men","Hours","Units",,14.8,
"Estonia","Time devoted to leisure and personal care","Value","Men","Hours","Units",,15.4,
"OECD - Total","Time devoted to leisure and personal care","Value","Men","Hours","Units",,15.2,
"Australia","Time devoted to leisure and personal care","Value","Women","Hours","Units",,13.65,
"Austria","Time devoted to leisure and personal care","Value","Women","Hours","Units",,14.31,
"Belgium","Time devoted to leisure and personal care","Value","Women","Hours","Units",,15.33,
"Canada","Time devoted to leisure and personal care","Value","Women","Hours","Units",,14.47,
"Finland","Time devoted to leisure and personal care","Value","Women","Hours","Units",,15.05,
"France","Time devoted to leisure and personal care","Value","Women","Hours","Units",,15.92,
"Germany","Time devoted to leisure and personal care","Value","Women","Hours","Units",,15.57,
"Greece","Time devoted to leisure and personal care","Value","Women","Hours","Units",,14.78,
"Hungary","Time devoted to leisure and personal care","Value","Women","Hours","Units",,14.55,
"Ireland","Time devoted to leisure and personal care","Value","Women","Hours","Units",,14.41,
"Italy","Time devoted to leisure and personal care","Value","Women","Hours","Units",,15.52,
"Japan","Time devoted to leisure and personal care","Value","Women","Hours","Units",,14,
"Korea","Time devoted to leisure and personal care","Value","Women","Hours","Units",,14.47,
"Netherlands","Time devoted to leisure and personal care","Value","Women","Hours","Units",,15.67,
"New Zealand","Time devoted to leisure and personal care","Value","Women","Hours","Units",,14.53,
"Norway","Time devoted to leisure and personal care","Value","Women","Hours","Units",,16.39,
"Poland","Time devoted to leisure and personal care","Value","Women","Hours","Units",,14.33,
"Spain","Time devoted to leisure and personal care","Value","Women","Hours","Units",,15.26,
"Türkiye","Time devoted to leisure and personal care","Value","Women","Hours","Units",,14.07,
"United Kingdom","Time devoted to leisure and personal care","Value","Women","Hours","Units",,14.88,
"United States","Time devoted to leisure and personal care","Value","Women","Hours","Units",,14.29,
"Estonia","Time devoted to leisure and personal care","Value","Women","Hours","Units",,14.55,
"OECD - Total","Time devoted to leisure and personal care","Value","Women","Hours","Units",,14.84,
"Colombia","Stakeholder engagement for developing regulations","Value","Total","Average score","Units",,1.4,
"Lithuania","Stakeholder engagement for developing regulations","Value","Total","Average score","Units",,2.4,
"Colombia","Dwellings without basic facilities","Value","Total","Percentage","Units",,12.3,
"Lithuania","Dwellings without basic facilities","Value","Total","Percentage","Units",,11.8,
"Lithuania","Housing expenditure","Value","Total","Percentage","Units",,18.4,
"Colombia","Feeling safe walking alone at night","Value","Total","Percentage","Units",,50,
"Lithuania","Feeling safe walking alone at night","Value","Total","Percentage","Units",,62,
"Colombia","Feeling safe walking alone at night","Value","Men","Percentage","Units",,54,
"Lithuania","Feeling safe walking alone at night","Value","Men","Percentage","Units",,69,
"Colombia","Feeling safe walking alone at night","Value","Women","Percentage","Units",,45,
"Lithuania","Feeling safe walking alone at night","Value","Women","Percentage","Units",,56,
"Colombia","Rooms per person","Value","Total","Ratio","Units",,1,
"Lithuania","Rooms per person","Value","Total","Ratio","Units",,1.5,
"Lithuania","Household net adjusted disposable income","Value","Total","US Dollar","Units",,26976,
"Lithuania","Household net wealth","Value","Total","US Dollar","Units",,182039,
"Colombia","Employment rate","Value","Total","Percentage","Units",,58,
"Lithuania","Employment rate","Value","Total","Percentage","Units",,72,
"Colombia","Employment rate","Value","Men","Percentage","Units",,71,
"Lithuania","Employment rate","Value","Men","Percentage","Units",,72,
"Colombia","Employment rate","Value","Women","Percentage","Units",,45,
"Lithuania","Employment rate","Value","Women","Percentage","Units",,71,
"Colombia","Long-term unemployment rate","Value","Total","Percentage","Units",,1.1,
"Lithuania","Long-term unemployment rate","Value","Total","Percentage","Units",,2.5,
"Colombia","Long-term unemployment rate","Value","Men","Percentage","Units",,0.7,
"Lithuania","Long-term unemployment rate","Value","Men","Percentage","Units",,2.5,
"Colombia","Long-term unemployment rate","Value","Women","Percentage","Units",,1.6,
"Lithuania","Long-term unemployment rate","Value","Women","Percentage","Units",,2.4,
"Lithuania","Personal earnings","Value","Total","US Dollar","Units",,31811,
"Colombia","Quality of support network","Value","Total","Percentage","Units",,80,
"Lithuania","Quality of support network","Value","Total","Percentage","Units",,89,
"Colombia","Quality of support network","Value","Men","Percentage","Units",,76,
"Lithuania","Quality of support network","Value","Men","Percentage","Units",,89,
"Colombia","Quality of support network","Value","Women","Percentage","Units",,83,
"Lithuania","Quality of support network","Value","Women","Percentage","Units",,88,
"Colombia","Educational attainment","Value","Total","Percentage","Units",,59,
"Lithuania","Educational attainment","Value","Total","Percentage","Units",,94,
"Colombia","Educational attainment","Value","Men","Percentage","Units",,56,
"Lithuania","Educational attainment","Value","Men","Percentage","Units",,91,
"Colombia","Educational attainment","Value","Women","Percentage","Units",,61,
"Lithuania","Educational attainment","Value","Women","Percentage","Units",,96,
"Colombia","Student skills","Value","Total","Average score","Units",,406,
"Lithuania","Student skills","Value","Total","Average score","Units",,480,
"Colombia","Student skills","Value","Men","Average score","Units",,409,
"Lithuania","Student skills","Value","Men","Average score","Units",,472,
"Colombia","Student skills","Value","Women","Average score","Units",,402,
"Lithuania","Student skills","Value","Women","Average score","Units",,488,
"Colombia","Years in education","Value","Total","Years","Units",,14,
"Lithuania","Years in education","Value","Total","Years","Units",,18,
"Colombia","Years in education","Value","Men","Years","Units",,14,
"Lithuania","Years in education","Value","Men","Years","Units",,18,
"Colombia","Years in education","Value","Women","Years","Units",,14,
"Lithuania","Years in education","Value","Women","Years","Units",,19,
"Colombia","Air pollution","Value","Total","Micrograms per cubic metre","Units",,22.6,
"Lithuania","Air pollution","Value","Total","Micrograms per cubic metre","Units",,10.5,
"Colombia","Water quality","Value","Total","Percentage","Units",,82,
"Lithuania","Water quality","Value","Total","Percentage","Units",,83,
"Colombia","Water quality","Value","Men","Percentage","Units",,80,
"Lithuania","Water quality","Value","Men","Percentage","Units",,85,
"Colombia","Water quality","Value","Women","Percentage","Units",,83,
"Lithuania","Water quality","Value","Women","Percentage","Units",,81,
"Colombia","Voter turnout","Value","Total","Percentage","Units",,53,
"Lithuania","Voter turnout","Value","Total","Percentage","Units",,57,
"Colombia","Life expectancy","Value","Total","Years","Units",,76.7,
"Lithuania","Life expectancy","Value","Total","Years","Units",,76.4,
"Colombia","Life expectancy","Value","Men","Years","Units",,73.5,
"Lithuania","Life expectancy","Value","Men","Years","Units",,71.6,
"Colombia","Life expectancy","Value","Women","Years","Units",,79.9,
"Lithuania","Life expectancy","Value","Women","Years","Units",,81.2,
"Colombia","Self-reported health","Value","Total","Percentage","Units",,80,
"Lithuania","Self-reported health","Value","Total","Percentage","Units",,46,
"Colombia","Self-reported health","Value","Men","Percentage","Units",,84,
"Lithuania","Self-reported health","Value","Men","Percentage","Units",,52,
"Colombia","Self-reported health","Value","Women","Percentage","Units",,78,
"Lithuania","Self-reported health","Value","Women","Percentage","Units",,42,
"Colombia","Life satisfaction","Value","Total","Average score","Units",,5.7,
"Lithuania","Life satisfaction","Value","Total","Average score","Units",,6.4,
"Colombia","Life satisfaction","Value","Men","Average score","Units",,5.7,
"Lithuania","Life satisfaction","Value","Men","Average score","Units",,6.6,
"Colombia","Life satisfaction","Value","Women","Average score","Units",,5.7,
"Lithuania","Life satisfaction","Value","Women","Average score","Units",,6.2,
"Colombia","Homicide rate","Value","Total","Ratio","Units",,23.1,
"Lithuania","Homicide rate","Value","Total","Ratio","Units",,2.5,
"Colombia","Homicide rate","Value","Men","Ratio","Units",,43,
"Lithuania","Homicide rate","Value","Men","Ratio","Units",,4,
"Colombia","Homicide rate","Value","Women","Ratio","Units",,4.1,
"Lithuania","Homicide rate","Value","Women","Ratio","Units",,1,
"Colombia","Employees working very long hours","Value","Total","Percentage","Units",,23.7,
"Lithuania","Employees working very long hours","Value","Total","Percentage","Units",,1,
"Colombia","Employees working very long hours","Value","Men","Percentage","Units",,28.2,
"Lithuania","Employees working very long hours","Value","Men","Percentage","Units",,1.1,
"Colombia","Employees working very long hours","Value","Women","Percentage","Units",,17.1,
"Lithuania","Employees working very long hours","Value","Women","Percentage","Units",,0.8,
"Costa Rica","Stakeholder engagement for developing regulations","Value","Total","Average score","Units",,1.8,
"Costa Rica","Dwellings without basic facilities","Value","Total","Percentage","Units",,2.3,
"Costa Rica","Housing expenditure","Value","Total","Percentage","Units",,17,
"Costa Rica","Feeling safe walking alone at night","Value","Total","Percentage","Units",,47,
"Costa Rica","Feeling safe walking alone at night","Value","Men","Percentage","Units",,59,
"Costa Rica","Feeling safe walking alone at night","Value","Women","Percentage","Units",,36,
"Costa Rica","Rooms per person","Value","Total","Ratio","Units",,1.2,
"Costa Rica","Household net adjusted disposable income","Value","Total","US Dollar","Units",,16517,
"Costa Rica","Employment rate","Value","Total","Percentage","Units",,55,
"Costa Rica","Employment rate","Value","Men","Percentage","Units",,68,
"Costa Rica","Employment rate","Value","Women","Percentage","Units",,41,
"Costa Rica","Long-term unemployment rate","Value","Total","Percentage","Units",,1.5,
"Costa Rica","Long-term unemployment rate","Value","Men","Percentage","Units",,0.8,
"Costa Rica","Long-term unemployment rate","Value","Women","Percentage","Units",,2.6,
"Costa Rica","Quality of support network","Value","Total","Percentage","Units",,82,
"Costa Rica","Quality of support network","Value","Men","Percentage","Units",,80,
"Costa Rica","Quality of support network","Value","Women","Percentage","Units",,85,
"Costa Rica","Educational attainment","Value","Total","Percentage","Units",,43,
"Costa Rica","Educational attainment","Value","Men","Percentage","Units",,41,
"Costa Rica","Educational attainment","Value","Women","Percentage","Units",,44,
"Costa Rica","Student skills","Value","Total","Average score","Units",,415,
"Costa Rica","Student skills","Value","Men","Average score","Units",,417,
"Costa Rica","Student skills","Value","Women","Average score","Units",,413,
"Costa Rica","Air pollution","Value","Total","Micrograms per cubic metre","Units",,17.5,
"Costa Rica","Water quality","Value","Total","Percentage","Units",,87,
"Costa Rica","Water quality","Value","Men","Percentage","Units",,90,
"Costa Rica","Water quality","Value","Women","Percentage","Units",,85,
"Costa Rica","Voter turnout","Value","Total","Percentage","Units",,66,
"Costa Rica","Life expectancy","Value","Total","Years","Units",,80.5,
"Costa Rica","Life expectancy","Value","Men","Years","Units",,77.9,
"Costa Rica","Life expectancy","Value","Women","Years","Units",,83,
"Costa Rica","Self-reported health","Value","Total","Percentage","Units",,73,
"Costa Rica","Self-reported health","Value","Men","Percentage","Units",,77,
"Costa Rica","Self-reported health","Value","Women","Percentage","Units",,70,
"Costa Rica","Life satisfaction","Value","Total","Average score","Units",,6.3,
"Costa Rica","Life satisfaction","Value","Men","Average score","Units",,6.2,
"Costa Rica","Life satisfaction","Value","Women","Average score","Units",,6.5,
"Costa Rica","Homicide rate","Value","Total","Ratio","Units",,10,
"Costa Rica","Homicide rate","Value","Men","Ratio","Units",,18.2,
"Costa Rica","Homicide rate","Value","Women","Ratio","Units",,1.8,
"Costa Rica","Employees working very long hours","Value","Total","Percentage","Units",,22,
"Costa Rica","Employees working very long hours","Value","Men","Percentage","Units",,27.9,
"Costa Rica","Employees working very long hours","Value","Women","Percentage","Units",,12.7,
